15.622012	15.675571	0
15.913323	14.291082	0
5.426717	4.349890	1
14.614664	14.763477	0
16.982234	16.425902	0
-0.949194	-1.394524	2
7.454187	8.244775	1
15.293420	14.843905	0
16.551931	18.098187	0
0.191135	1.953567	2
8.437495	7.442247	1
6.930452	7.619289	1
15.944921	16.659992	0
0.151606	0.593869	2
0.459081	-0.058983	2
6.547952	6.801723	1
1.243466	1.955096	2
-1.338611	-1.215429	2
8.091511	8.754329	1
16.289910	17.008306	0
0.883675	0.060152	2
16.011206	15.509156	0
7.418039	8.815004	1
-0.126591	-0.340509	2
17.029010	17.337184	0
7.726445	6.472716	1
-1.192410	-1.187312	2
15.133708	15.763384	0
7.614791	8.370482	1
16.863811	17.407698	0
0.746677	-1.309079	2
-0.516993	-0.446801	2
0.461829	1.212556	2
7.649237	5.993208	1
16.668033	16.361392	0
0.238147	0.575485	2
15.316481	15.109782	0
0.889139	-0.374040	2
16.700904	15.383832	0
15.303408	14.880700	0
8.272013	8.730765	1
18.472593	20.555005	0
15.966684	17.430720	0
6.082999	7.721369	1
14.875337	15.994390	0
1.026035	1.615983	2
1.104964	0.626920	2
7.364515	7.083300	1
18.803486	17.990873	0
-0.075618	0.660901	2
0.089743	0.529323	2
0.136117	0.385617	2
16.097754	18.259479	0
1.214340	1.486782	2
0.504816	-0.409044	2
-0.758364	-0.435938	2
6.682036	6.718371	1
9.300788	9.283155	1
2.364343	3.406906	2
15.920205	17.207853	0
15.697343	17.111701	0
6.681026	8.160682	1
7.162748	7.114391	1
15.594973	16.099154	0
0.811369	0.903708	2
17.234836	16.971431	0
16.479668	17.610702	0
0.828151	0.403281	2
-0.122273	-1.197368	2
7.747837	8.766540	1
16.303594	16.693815	0
14.743089	12.469861	0
-0.205926	1.041510	2
0.609023	0.158229	2
0.029804	0.619644	2
17.423864	18.432103	0
7.129706	7.646348	1
6.842016	6.180833	1
9.641537	10.829461	1
8.071061	9.001024	1
-0.651722	-0.653735	2
9.113911	9.085923	1
7.257257	8.007712	1
8.649211	7.821007	1
17.414370	17.514512	0
13.228099	11.839171	0
1.027268	2.721130	2
7.877847	7.328191	1
8.383754	7.796875	1
1.020341	2.336811	2
16.247371	16.159323	0
13.389119	13.070109	0
0.170713	0.332784	2
6.856386	5.593081	1
-1.648699	-1.041805	2
-1.470802	-3.312328	2
17.397567	17.808333	0
-0.929497	-0.432930	2
15.058904	15.095026	0
0.956798	-1.119511	2
15.536601	14.913936	0
8.959464	8.244466	1
7.174325	8.030095	1
15.494831	16.252858	0
17.037586	16.105837	0
0.159589	-0.917410	2
-0.373317	-1.071431	2
0.710643	0.491148	2
7.410637	7.300563	1
16.653384	15.270213	0
6.672358	6.208163	1
9.179647	9.484325	1
7.827233	10.459688	1
0.948963	-0.128304	2
17.086180	16.247770	0
7.954941	7.249964	1
7.801055	8.033272	1
0.230570	0.342383	2
16.885632	17.440341	0
0.377627	0.172357	2
15.332938	15.493278	0
15.404455	16.188320	0
16.099651	15.854685	0
15.709343	16.488421	0
15.079546	15.714674	0
-0.742303	-0.191961	2
16.399218	15.865598	0
16.550353	15.424436	0
15.268071	13.062124	0
9.332733	7.835453	1
7.431426	7.014611	1
-1.123623	-2.111930	2
14.852887	15.306154	0
6.522053	6.882134	1
14.909967	15.301675	0
