7.899831	8.455039
10.145436	10.533931
7.654170	7.067374
10.306572	10.892931
9.463808	9.597969
8.627283	10.090336
7.068021	6.386904
7.483816	7.596562
8.577733	7.114929
10.009560	10.373166
8.374740	8.249303
10.113282	10.521179
9.190359	9.377507
9.949892	9.044874
9.803594	11.080954
9.029792	9.884719
9.802211	9.533371
8.678936	8.845900
12.315881	12.121147
8.043354	6.859401
7.742948	9.178645
10.191717	9.872864
10.002290	9.360235
7.374695	8.484851
7.540432	7.579091
9.391645	10.329522
8.482297	8.591090
9.119046	9.250726
8.457779	10.338701
10.846995	11.386456
10.445245	10.383756
8.551093	9.688917
8.537694	6.443491
9.632998	9.562314
8.264576	7.830457
7.889572	7.236655
8.671604	7.146441
9.082946	9.301740
8.526157	9.331173
9.137849	8.578421
8.265407	8.198869
9.089319	9.221594
9.407747	7.130528
9.344682	9.201324
9.716707	9.727055
7.184111	6.423869
7.831404	7.282716
9.251991	8.048082
10.547081	8.866240
8.994056	8.289235
7.902056	7.406394
7.636562	6.553229
9.693911	9.538446
8.703369	8.015177
8.722801	9.008168
10.546102	11.276387
7.644675	5.627767
8.386148	9.206605
9.512228	9.192059
9.024329	10.609184
9.054653	7.718636
9.540641	10.222865
9.785065	9.950406
7.824114	7.335427
9.392331	9.254915
5.947175	5.717707
7.444821	7.048287
9.050929	8.163623
9.343753	9.349706
8.493467	7.486410
7.083211	7.008281
10.444496	11.247159
9.935193	10.094603
8.528176	7.892152
9.443320	9.757709
8.354298	8.674224
8.011294	9.428978
9.481495	8.080819
6.832465	6.856633
8.361065	6.834852
8.579841	8.819171
8.174296	7.928589
8.243910	8.921518
8.763482	7.826167
5.701504	3.848404
7.421584	7.861888
10.054107	9.168769
7.173659	7.683098
8.886362	8.546418
8.037304	7.791176
10.921782	9.361603
8.953965	7.326624
8.355018	7.981733
8.317776	8.964485
9.523231	8.096214
7.874649	9.347123
8.681196	9.991480
6.504159	5.821414
7.512663	7.513075
9.769422	9.604396
10.245035	10.841517
9.357457	10.004832
8.054243	6.299472
7.890472	6.662057
9.526469	10.322732
8.798430	7.273865
10.501120	9.859540
7.329876	6.897792
8.963298	10.198727
7.248151	7.305806
8.238947	8.827589
7.994024	9.075924
8.260830	8.610985
7.596670	7.872134
8.483290	8.921765
9.476346	8.584459
10.003136	9.937737
9.913657	9.558817
9.032544	8.563878
7.371658	7.107916
8.474247	9.055680
8.685004	8.683690
9.298255	8.865504
7.513794	7.737979
9.124824	9.691827
9.204811	8.629532
8.641338	9.568873
8.625650	6.921524
9.205876	10.072483
9.204670	9.949188
6.902739	6.535641
10.056780	11.037899
8.603726	10.837811
8.259845	9.742841
7.706656	6.854915
11.486773	12.158681
9.776496	9.881368
6.836360	8.147349
9.858114	10.193803
8.114251	8.470897
10.571660	10.378226
9.226664	9.521478
9.937816	10.361135
8.992562	7.975191
8.493081	8.222013
10.328563	10.645406
7.971123	8.645678
9.417405	9.238643
9.242360	9.850197
8.760067	8.995201
10.542890	11.152761
8.098429	7.959286
7.840528	7.794976
8.337847	8.412561
8.523170	8.470852
8.703555	8.497091
8.004961	8.341884
10.029821	9.809469
9.921045	10.657514
7.053292	6.334843
8.763519	7.557173
8.541443	11.225914
8.731413	8.790808
8.043666	7.102617
10.361994	10.862552
8.295406	8.743922
8.283122	7.703470
9.012067	9.789685
8.996773	9.528038
8.391762	8.598767
7.802232	10.735001
9.780062	9.642089
10.029515	10.729394
10.985661	8.638095
9.694480	10.860224
9.059066	10.133246
6.680544	6.586776
10.138112	8.864390
8.959223	8.812114
9.368291	9.158689
8.873997	8.722365
9.351561	8.904780
9.210408	9.020629
9.625934	9.301057
9.180954	9.598313
9.334394	10.705688
8.324854	9.403373
8.926258	8.154878
7.557302	6.734882
9.350104	9.028118
10.282785	10.805593
8.753024	10.981743
8.843603	9.946652
8.625939	8.937723
11.081557	9.557428
8.706656	8.781426
8.982470	9.987829
10.579384	9.768960
9.102899	8.749863
8.927893	9.677629
8.910755	9.445107
9.907306	8.591311
8.770529	8.818540
7.037237	7.282441
8.759071	8.567750
9.707813	10.649395
9.137911	8.972938
9.631987	8.987760
11.678574	12.301139
8.769075	7.583276
